ShortUrl,LongUrl,CreationTime
https://goo.gl/Y2BkEe,https://en.wikipedia.org/wiki/Louis_Braille,2019-02-07T14:58:57.619+00:00
https://goo.gl/xfdZfV,https://en.wikipedia.org/wiki/Halting_problem,2019-02-07T02:37:33.463+00:00
https://goo.gl/3YvQvL,https://en.wikipedia.org/wiki/Undecidable_problem,2019-02-07T02:34:00.314+00:00
https://goo.gl/xXJoUG,https://en.wikipedia.org/wiki/Admissible_numbering,2019-02-07T02:23:49.564+00:00
https://goo.gl/rzuNPu,https://en.wikipedia.org/wiki/G%C3%B6del_numbering,2019-02-07T02:23:25.716+00:00
https://goo.gl/DX63q5,https://en.wikipedia.org/wiki/Goldbach%27s_conjecture,2019-02-01T17:04:36.500+00:00
https://goo.gl/Bm4MWK,https://en.wikipedia.org/wiki/Roger_Penrose#Physics_and_consciousness,2019-02-01T17:03:12.717+00:00
https://goo.gl/Vs8UhU,https://en.wikipedia.org/wiki/H.264/MPEG-4_AVC,2019-01-11T18:42:51.164+00:00
https://goo.gl/t7JBfC,https://en.wikipedia.org/wiki/Mantis_shrimp,2019-01-11T18:42:24.356+00:00
https://goo.gl/MUJnVE,https://en.wikipedia.org/wiki/Scientific_notation,2019-01-11T15:18:30.462+00:00
https://goo.gl/QUskBc,https://en.wikipedia.org/wiki/Topological_sorting,2019-01-10T18:02:52.353+00:00
https://goo.gl/tMsAui,https://en.wikipedia.org/wiki/RSA_Security,2019-01-09T17:33:58.628+00:00
https://goo.gl/iykqbh,https://en.wikipedia.org/wiki/Logic_optimization,2018-10-29T20:44:25.736+00:00
https://goo.gl/F9AgG8,https://en.wikipedia.org/wiki/Empirical_risk_minimization,2018-10-29T20:41:45.391+00:00
https://goo.gl/4SoqJk,http://www.boazbarak.org/cs121/LLM_probability.pdf,2018-10-27T19:25:14.345+00:00
https://goo.gl/vuTpWv,https://en.wikipedia.org/wiki/Entropy_(information_theory),2018-10-26T14:28:14.893+00:00
https://goo.gl/bFHsd9,https://www.win.tue.nl/~gwoegi/P-versus-NP.htm,2018-10-22T15:21:05.675+00:00
https://goo.gl/QeG8rv,https://en.wikipedia.org/wiki/P_versus_NP_problem,2018-10-22T15:19:17.242+00:00
https://goo.gl/nfJHWv,https://www.nada.kth.se/~viggo/problemlist/compendium.html,2018-10-22T15:16:23.173+00:00
https://goo.gl/NomnoU,https://en.wikipedia.org/wiki/List_of_NP-complete_problems,2018-10-22T15:16:06.274+00:00
https://goo.gl/4gXoiV,https://en.wikipedia.org/wiki/Colorless_green_ideas_sleep_furiously,2018-10-15T21:24:26.678+00:00
https://goo.gl/gntTQE,https://en.wikipedia.org/wiki/Logic_level,2018-10-15T12:53:48.252+00:00
https://goo.gl/bULvSe,https://en.wikipedia.org/wiki/Associative_array,2018-10-11T17:55:18.006+00:00
https://goo.gl/GRiVz3,https://en.wikipedia.org/wiki/Twin_prime,2018-10-10T13:52:37.887+00:00
https://goo.gl/fvkuqj,https://en.wikipedia.org/wiki/Fermat%27s_Last_Theorem,2018-10-10T13:52:10.815+00:00
https://goo.gl/qsU9zy,http://www.math.leidenuniv.nl/~evertse/07-workshop-problems.pdf,2018-10-10T13:50:54.892+00:00
https://goo.gl/AsccXh,https://en.wikipedia.org/wiki/Core_dump,2018-10-09T19:11:26.634+00:00
https://goo.gl/mnKVMP,https://en.wikipedia.org/wiki/Myhill%E2%80%93Nerode_theorem,2018-10-09T03:42:17.234+00:00
https://goo.gl/b7Fdzm,https://en.wikipedia.org/wiki/Modulo_operation,2018-07-25T12:54:53.325+00:00
https://goo.gl/dgF2kM,https://en.wikipedia.org/wiki/How_to_Solve_It,2018-06-24T19:24:16.235+00:00
https://goo.gl/forms/obRUg7OikWDc3O1K3,https://docs.google.com/forms/d/e/1FAIpQLScXzetuzb42X9_k1_Vrd7d8jt5c5Ou9lPUNq4qdMjY687oUKw/viewform?usp=send_form,2018-06-23T22:22:27.018+00:00
https://goo.gl/cqEmS2,https://en.wikipedia.org/wiki/Stirling%27s_approximation,2018-06-23T13:02:31.633+00:00
https://goo.gl/wvJGZU,https://en.wikipedia.org/wiki/CHSH_inequality,2018-06-15T12:59:03.651+00:00
https://goo.gl/Lx8HYv,https://en.wikipedia.org/wiki/Collatz_conjecture,2018-06-14T03:54:35.336+00:00
https://goo.gl/k8pVpL,https://www.nature.com/articles/nature24270.epdf?author_access_token=VJXbVjaSHxFoctQQ4p2k4tRgN0jAjWel9jnR3ZoTv0PVW4gB86EEpGqTRDtpIz-2rmo8-KG06gqVobU5NSCFeHILHcVFUeMsbvwS-lxjqQGg98faovwjxeTUgZAUMnRQ,2018-06-12T01:10:26.495+00:00
https://goo.gl/oeJNuw,http://www.cs.cornell.edu/~jnfoster/papers/frenetic-netkat.pdf,2018-06-11T18:13:50.800+00:00
https://goo.gl/R4qZji,https://en.wikipedia.org/wiki/Backus%E2%80%93Naur_form,2018-06-11T17:18:04.066+00:00
https://goo.gl/SG6DS7,https://en.wikipedia.org/wiki/Finite-state_machine,2018-06-11T15:26:23.749+00:00
https://goo.gl/kgLdX1,https://en.wikipedia.org/wiki/Dynamic_programming,2018-06-11T15:25:39.418+00:00
https://goo.gl/2vTAFU,https://en.wikipedia.org/wiki/Regular_expression,2018-06-11T13:30:33.997+00:00
https://goo.gl/NegW77,https://en.wikipedia.org/wiki/The_DAO_(organization),2018-06-11T13:30:08.404+00:00
https://goo.gl/xRXq7p,http://beza1e1.tuxen.de/articles/accidentally_turing_complete.html,2018-06-11T13:28:27.755+00:00
https://goo.gl/QZKM9M,https://en.wikipedia.org/wiki/Church_encoding,2018-06-07T14:13:26.368+00:00
https://goo.gl/L8oMzn,https://repl.it/@boazbk/FunnyTechnologicalAdministrator,2018-06-05T20:51:30.359+00:00
https://goo.gl/wov5fa,https://en.wikipedia.org/wiki/Two%27s_complement,2018-06-05T20:16:52.283+00:00
https://goo.gl/eKZifC,https://en.wikipedia.org/wiki/Tail_call,2018-05-30T22:21:17.624+00:00
https://goo.gl/BLRd6S,https://en.wikipedia.org/wiki/CAR_and_CDR,2018-05-28T21:38:25.275+00:00
https://goo.gl/ug7Jaj,https://en.wikipedia.org/wiki/Breadth-first_search,2018-05-28T20:57:15.320+00:00
https://goo.gl/C9hKz1,https://en.wikipedia.org/wiki/Haskell_Curry,2018-05-28T17:12:09.655+00:00
https://goo.gl/qJqd47,https://en.wikipedia.org/wiki/Moses_Sch%C3%B6nfinkel,2018-05-28T17:11:41.076+00:00
https://goo.gl/EtQvSu,https://en.wikipedia.org/wiki/The_Imitation_Game,2018-05-28T16:46:39.597+00:00
https://goo.gl/KY1bJN,http://www.bbc.com/news/technology-18419691,2018-05-28T16:39:16.587+00:00
https://goo.gl/3GdFdp,https://www.amazon.com/Alan-Turing-Enigma-Inspired-Imitation/dp/069116472X,2018-05-28T16:31:48.787+00:00
https://goo.gl/B9HwT8,https://en.wikipedia.org/wiki/Lambda_calculus,2018-05-27T15:51:28.502+00:00
https://goo.gl/bnNsjo,https://dl.acm.org/citation.cfm?doid=362947,2018-05-25T18:44:34.183+00:00
https://goo.gl/sBczFM,https://en.wikipedia.org/wiki/Promise_problem,2018-05-24T21:27:08.656+00:00
https://goo.gl/NnkkjM,https://en.wikipedia.org/wiki/Clos_network,2018-05-18T02:51:57.965+00:00
https://goo.gl/LKKNFK,https://en.wikipedia.org/wiki/Brainfuck,2018-05-16T17:56:39.314+00:00
https://goo.gl/gkpmBF,https://en.wikipedia.org/wiki/Planck_units,2018-05-16T04:33:16.570+00:00
https://goo.gl/ALgbVS,https://en.wikipedia.org/wiki/Holographic_principle,2018-05-16T04:30:35.809+00:00
https://goo.gl/QyHa3b,https://en.wikipedia.org/wiki/Foobar,2018-05-16T04:12:02.941+00:00
https://goo.gl/QvLE3K,https://en.wikipedia.org/wiki/Topological_sorting,2018-05-16T00:20:22.783+00:00
https://goo.gl/p9izfA,https://en.wikipedia.org/wiki/Activation_function,2018-05-15T23:59:08.306+00:00
https://goo.gl/DdJZFF,https://en.wikipedia.org/wiki/Call_of_Duty,2018-05-10T13:02:46.672+00:00
https://goo.gl/TH86dH,https://en.wikipedia.org/wiki/De_Morgan%27s_laws,2018-05-08T19:20:59.759+00:00
https://goo.gl/zwzpYe,https://github.com/boazbk/nandnotebooks/blob/master/lec_01_introduction.ipynb,2018-05-08T13:45:20.362+00:00
https://goo.gl/EJV4L3,https://en.wikipedia.org/wiki/Lazy_evaluation,2018-05-07T04:02:59.911+00:00
https://goo.gl/b93h83,https://en.wikipedia.org/wiki/Prince_(musician),2018-05-04T13:16:18.485+00:00
https://goo.gl/forms/7Ci4hCJ5pJoLhvUm1,https://docs.google.com/forms/d/e/1FAIpQLScM_mPDyIU8R-XEbKwcNVaZQyjEHS1FS2DgqcrXaQpcb3kxKg/viewform?usp=send_form,2018-04-25T16:02:33.215+00:00
https://goo.gl/8ms4wP,https://en.wikipedia.org/wiki/Frank_Underwood_(House_of_Cards,2018-04-02T20:30:47.740+00:00
https://goo.gl/EWQ6Yx,https://piazza-resources.s3.amazonaws.com/hcuym8r11lf7m7/hhi1gnfygt43o/scribelecture9.pdf?AWSAccessKeyId=ASIAI6RAQVAQKQ5K33EQ&Expires=1522375250&Signature=ZzKBGydt2%2Frh%2BLpitdzOHAZaqQ8%3D&x-amz-security-token=FQoDYXdzEMf%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDLMSqJ8uERGNYKiXFiK3A%2Fkn2QhiiX1XtOWJcKuK1uDzuz28I1zCoPy3Wvhco6zcmTnktj0zfe%2B%2FxkavRIMQEJ66PNxMXCjEODoKpxR1qwQelm8KafzATHBg1KK5nfjsSWUf%2FAXfDbqrfgwR5CA%2Fw42MCUY0TM%2BTQw2LN%2FhL2pO6Pyzf6XaLxcbbtV%2FiPShZsvWHRRYD9CCaQSYulyAL4qcYltquWhX5wqoC3wWL4m1QXgOdtRSrx7%2FldAuXd79IAqu4jPYJOFBuWzay3t8KcwqJpIEHVLLo46kUwwva4M3GPjhHlkU0rpKyELfGR6EEA8mAdQ0ETrIcW2lFeEHT0nxxZHDiA0dyiY1ERmxIbaIHWMSPyfufIuqEos0k9s3fBcWI%2FVNI77ts9KRD6oPuLIz9BZ7UV0uH9%2BAKSY4pHfnZZmR4vxAXd79bE7c8oh2C%2FQ9pYDcHsu5B8slIIVRyPXQN6VH6K3n%2FsRLBf5clfENpJ9Ye9yiNQzKUprxz6X%2BEn2Lr8f5GW0Tb%2F%2Fnfly7H8MhXdHaYBN38vO4N0FaHtI2VoKgHFoj1i8liVoDlxkUeTJOxAFGeZRMvNv6OIsnIk%2F5NHmyP%2BQ4omb311QU%3D,2018-03-29T23:04:02.530+00:00
https://goo.gl/s25661,https://docs.google.com/document/d/18jHD-oyiU5VXIy8DqLql6SXtLkzjTQb5YuHHIesaFoI/edit,2018-03-01T20:44:04.380+00:00
https://goo.gl/X6pAXV,https://twitter.com/__apf__/status/685224024985567232,2018-02-28T22:53:04.316+00:00
https://goo.gl/HW4pPU,https://en.wikipedia.org/wiki/Software_Guard_Extensions,2018-02-28T22:30:24.207+00:00
https://goo.gl/mKCPd1,https://en.wikipedia.org/wiki/Certificate_authority,2018-02-27T23:22:16.779+00:00
https://goo.gl/md9Bsa,https://en.wikipedia.org/wiki/Transport_Layer_Security,2018-02-27T17:08:00.575+00:00
https://goo.gl/KXpccP,https://en.wikipedia.org/wiki/Leftover_hash_lemma,2018-02-21T19:42:33.385+00:00
https://goo.gl/3HNb5U,https://en.wikipedia.org/wiki/Gaussian_elimination#History,2018-02-21T19:31:08.329+00:00
https://goo.gl/Vd4yye,https://en.wikipedia.org/wiki/Goppa_code,2018-02-21T19:27:09.423+00:00
https://goo.gl/vM7Pvv,https://en.wikipedia.org/wiki/Error_detection_and_correction,2018-02-21T19:26:19.615+00:00
https://goo.gl/ChrXJY,https://en.wikipedia.org/wiki/Prime_number_theorem,2018-02-18T05:38:06.634+00:00
https://goo.gl/nycWFA,https://en.wikipedia.org/wiki/AKS_primality_test,2018-02-18T05:35:09.023+00:00
https://goo.gl/M8qYy3,https://en.wikipedia.org/wiki/Primality_test,2018-02-18T05:34:08.299+00:00
https://goo.gl/Q9VSqn,https://en.wikipedia.org/wiki/Lagrange%27s_theorem_(group_theory),2018-02-18T04:59:02.198+00:00
https://goo.gl/ntszsg,http://csrc.nist.gov/publications/nistpubs/800-57/sp800-57_part1_rev3_general.pdf,2018-02-18T04:27:15.818+00:00
https://goo.gl/XHQjTB,http://people.seas.harvard.edu/~salil/pseudorandomness/,2018-02-12T02:36:43.726+00:00
https://goo.gl/jdqUX9,https://security.googleblog.com/2017/02/announcing-first-sha1-collision.html,2018-02-07T22:50:50.375+00:00
https://goo.gl/Bx1bu2,https://en.wikipedia.org/wiki/SHA-3,2018-02-07T22:48:54.903+00:00
https://goo.gl/GSPrDW,https://en.wikipedia.org/wiki/Birthday_problem,2018-02-07T22:38:47.660+00:00
https://goo.gl/jMZ7Qg,https://en.wikipedia.org/wiki/Sybil_attack,2018-02-07T22:25:23.839+00:00
https://goo.gl/ZDkGzL,https://en.wikipedia.org/wiki/Roman_currency#Debasement,2018-02-07T22:13:32.499+00:00
https://goo.gl/SPN5BS,https://en.wikipedia.org/wiki/Nixon_shock,2018-02-07T22:11:13.663+00:00
https://goo.gl/K6c4qP,https://en.wikipedia.org/wiki/Representative_money,2018-02-07T21:49:13.436+00:00
https://goo.gl/K7awAW,https://en.wikipedia.org/wiki/Commodity_money,2018-02-07T21:46:39.673+00:00
https://goo.gl/QTSGds,https://en.wikipedia.org/wiki/Schur-convex_function#Schur-concave_function,2018-02-07T14:41:08.545+00:00
https://goo.gl/SmXmhR,https://en.wikipedia.org/wiki/Farkas%27_lemma,2018-02-07T14:40:35.986+00:00
https://goo.gl/5aqEHB,https://en.wikipedia.org/wiki/Cyclic_redundancy_check#CRC-32_algorithm,2018-02-07T03:43:47.050+00:00
https://goo.gl/b5aKYg,https://en.wikipedia.org/wiki/Padding_oracle_attack,2018-02-05T19:06:55.452+00:00
https://goo.gl/jLpNtU,https://en.wikipedia.org/wiki/Universal_hashing,2018-02-05T16:13:30.256+00:00
https://goo.gl/uz6WgS,https://en.wikipedia.org/wiki/Galois/Counter_Mode,2018-02-05T16:12:33.778+00:00
https://goo.gl/1HnqFb,https://en.wikipedia.org/wiki/Advanced_Encryption_Standard,2018-02-01T19:34:16.203+00:00
